"review","sentiment"
"The movie is a bit ""thin"" after reading the book, but it's still one of the greatest movies ever made. Sheryl Lee is beautiful and Nick Nolte is really ""vonneguty"". He makes great job expressing the feelings from the book to the film. Not many films engage the feeling of the book as well as Mother Night does.","positive"
"Usually, any movie with Steve Railsback in the lead is a good movie. However, this movie does not conform to that opinion. Lifeforce is a below average movie that is extremely confusing in the beginning (reminds me of Star Trek: TMP), but is able to pick things up a bit towards the end when London becomes Zombie City. A horror/sci-fi mess that is very hard to sit through, although the naked spacegirl/vampire is very easy to look at. This movie deserves a rating of 4 out of 10.","negative"
"I haven't for a long time seen such a horrible film. I hoped that at least Adam Sandler could be funny... hopeless. Seems, like some teenager have written it's script and he's daddy pushed this so far, that someone agreed to shoot it. (Movie)World could be better place without this, whatever it is.","negative"
"Sjöströms masterpiece and a movie that captures the swedish soul . It also served as a great inspiration for Bergman; the similarites between Körkarlen and Smultronstället (with Sjöström in the leading role as Isak Borg) from 1957 is not a coincidence. Don't miss it for the world!","positive"
"Largely dense road movie with some comic relief provided by the excellent John Cleese (although he is really sending up his performance in Fawlty Towers). Seems to flip from over the top slapstick to slushy sentimentality at the drop of a hat, and the worst part of the film is that Martin and Hawn have to ""find themselves"", who they are, etc. See it at your peril.","negative"
"I consider myself to have a decent sense of humor, but this ""movie"" left me stunned in my chair.<br /><br />It's so bad that it could just not have been any worse. Not once did I laugh at the sadly attempted jokes in this movie. I have watched and enjoyed several parodies of big movies, but unfortunately this one will allways be the one I remember best - in my nightmares.<br /><br />The only reason anyone should want to watch this, is if they want to enter a coma for a brief period of time.<br /><br />This is the worst movie ever.","negative"
"Nightbreed is not only great, it is also unique, even taking into account other Barker's movies, which never lack originality. An amazing adaptation of a very interesting idea for a book. For the horror genre, it has quite a few of subtle symbolics and references. Certainly a lot of fun to have, a a bit to think about, if one cares to. And, not to forget, a nice music score. Well, the special effects, as usual, get old faster than anything, but that is probably the only drawback. I've just seen it again after ten years, and I still find it something to recommend.","positive"
"this is the worst movie in the world. the only reason i gave it a 2 was because the first 10 minutes were hysterically funny in a ""is this for real??"" sort of way. it was so cheesy and low budget...they should not have even bothered. there was nudity and violence for the pure sake of having nudity and violence, and the effects were just so so bad you would not believe it (think ketchup as blood, and cabbages for severed heads). do not rent this!!","negative"
"This is a well-crafted piece from everyone's favorite master of suspense. As usual, the technical elements such as camera work and lighting are outstanding (especially for the film's time). I did not find the first part of the film very exciting, but the latter one certainly made up for it with one thrilling scene after another.<br /><br />The only thing I did not like about this movie was the choice of Farley Granger for the part of Guy Haines. Somehow, I didn't find him very believable. On the other hand, Robert Walker shines as sinister 'bad guy' Bruno Anthony.<br /><br />Overall, I would highly recommend this.","positive"
"The combination of amazing special effects and oscar worthy acting makes the Vindicator one of the most important sci-fi films of recent years. For some reason still unknown to me this gem was found in a bargain bin, why some worthless human thought it right to dirty a modern classic by relagating to a bargain bin is beyond me. I have never been so terrified by a man in tin foil and random bursts of fire. Forget Terminator, Robocop, Aliens, and other films that blaintly ripped off this masterpiece, the vindicator is an unstoppable force.","positive"
"Saw this in the theater in '86 and fell out of my chair laughing more than once. ""Beirut""...""What do you know about Beirut?""...""Beirut...he's the best damn baseball that ever lived.""<br /><br />You know how it's going to end but it has a great time getting there. The training scenes are very funny but the best scene may be the one when Jack and Reno are attempting to watch the Falcons v. Vikings Monday Night Football game while attempting a make-up dinner with their wives.<br /><br />Williams and Russell seem to have a lot of fun with this one and it's too bad that it's overlooked as a top notch comedy.","positive"
"The movie has an excellent screenplay (the situation is credible, the action has pace), first-class direction and acting (especially the 3 leading actors but the others as well -including the mobster, who does not seem to be a professional actor).<br /><br />I wish the movie, the director and the actors success.","positive"
"The film gets my stamp of approval. The scene in the museum demands acting without dialogue. This is one of the most interesting and unique scenes in the history of film. Dickinson's character Kate is very well developed and her performance is felt throughout the entire film. The best work Angie Dickinson did since Point Blank!","positive"
"I don't know why all of the critics say this was a bad movie, this is one of my all-time favorite movies. Tommy (Chris Farley) and Richard (David Spade) are a great match. Tommy is the stupid one who spent seven years in college, finally passing with a D+. Richard is the smart kid who was hated by everyone in school. How can you not laugh when the two of them are singing ""Superstar"" by The Carpenters passionatly and all of a sudden the hood pops up? In all this is a great movie, I recommend it.","positive"
"My all-time favorite movie! I have seen many movies, but this one beats them all! Excelent acting, wonderful story. You will, as a ""normal"" caring person start to love George. Altough he is an actor, he is also himself and a very lovable person. And maby most important thing: you will learn to respect & look different to people with Down Syndrome.","positive"
"Not much to say on this one. A plot you can pretty much peg, in the first 10 minutes. Nothing overly wrong with this film, very little action for an action film. There was a chance to explore the characters emotions occasionally. Whether an action film is the right genre to do that with, I'm still undecided. Sniper was one of the easiest films to watch without giving full attention to, as it had little twists and a straightforward plot. I was probably guilty of that, so with a second watch or with undivided attention it may be better.<br /><br />4/10 (but the best of my 4 out of 10's)","negative"
"What can I say about Ocean's Twelve? Who thought that it would ever come to this? A gigantic mess that loses itself halfway and can't retrace. I found myself amazed at how bad this really was. Really! I have never seen the ending properly because this film is just insufferable. I'm a huge fan of the first but this is a lame excuse for a sequel. <br /><br />What was the point of the heist if they were going to give the money back? The movie is just boring and so drag along that I can't ever sit through this. It really is bad. Just stay as far, repeat, far away as possible from this movie. It's worthless.","negative"
"The acting is generally pretty weak. The dialog was also apparently dubbed in after the filming, so it just doesn't come across well. What do you want for a TV movie?<br /><br />Annette O'toole was OK; there were a few strong lines from the parent of the queen.<br /><br />Otherwise, these kids weren't quite up to it. Didn't impress my kids either.<br /><br />On the upside, it is only an hour long. Considering that, it got through plot and character development in a creditable fashion. The settings and cinematography are OK too.<br /><br />Some other viewers may like it for sentimental reasons.","negative"
"This is one of my favorite movies of all time. I loved Rain Man with Dustin Hoffman and Tom Cruise. This movie is in some ways similar, but makes Rain Man seem artificial, shallow, unemotional, and trivial by comparison.","positive"
"yeah, it's a bit of a silly film, so if you are looking for an oscar performance, forget this one......but, if you love John Candy's humor, this is a must-see. We lost John Candy before he made enough of his great brand of comedy, and he is only better in one movie: Planes, Trains, & Automobiles (with Steve Martin). Excellent supporting performance by Eugene Levy, perhaps his best work ever as the hot-headed Sal DiPasquale. Also good acting by Richard Libertini, Alley Mills & Pat Hingle. You must see this obscure and out-of-print film if you are a John Candy or Eugene Levy fan.","positive"
"Great cast, great acting, great music. Each character in this movie had their own stories and personalities and it's vivid. A great movie not to be missed.","positive"
"The part of The Grinch was made for Jim Carrey and I was extremely impressed with his performance. Not being a great fan of his I was apprehensive but pleasantly surprised with the outcome. Taylor Momsen as Cindy Lou Who was the cutest little girl I have seen on the screen for a long time and she showed a maturity beyond her years in her acting skills. I was even drawn to tears at one point! I've never read the Dr Seuss book of the tale so I didnt know what to expect, the humour was quite dark. Overall,I enjoyed the film (apart from the songs!) and would recommend it, for family viewing especially.","positive"
"A study in BAD. Bad direction, bad acting, bad writing and f/x that´ll teach you that you´d better upgrade your computer before filming. It´s the kind of flick you used to do totally drunk in your cellar with Dad´s camera when you were young at heart. But YOU certainly would not show it in public when you´re sober again, would you? YOU wouldn´t even view it. Avoid at all costs.","negative"
"At a panel discussion that I attended after viewing this film, the filmmakers stated that one should look at this not as a movie but a provoker of thought. Well, the only thoughts that were provoked from me were of the time wasted watching the movie. The gimmicks of the film (documentary style, futuristic setting) served as distractions of what was supposed to be a thoughtful examination of the abortion debate. This film illustrates the problem when people try to use film as a platform for their political views - usually a very boring movie that preaches to the choir.","negative"
"A beautiful, sensitive film that brings home the futility and cruelty of wars no matter what the so-called reasons. The performance of Cage and Cruz were quite impressive, but it is to the older Greek characters that go the highest praises. Irene Papas is as gorgeous as ever! Though some scenes seems a little long at times, this film will be a heavy Oscar contender.","positive"
"This has the funnist jokes out of all the Cheech & Chong flicks. It's the first one I saw with these guys. I found it to be really good. My dad actually recommended me to get it. WHAT A GREAT ROLE MODEL, and my GRANDMA actually bought it for me, knowing what it was like. What a family I have. Well this movie is pretty good and great to rent when you want to see a good classic. I must warn you though, this isn't gut-busting funny. It has its moments but not as funny as There's Something About Mary. Check it out anyway. I'm sure you'll laugh. Unless your an anti-drug activist or something.","positive"
"Bette Midler showcases her talents and beauty in ""Diva Las Vegas"". I am thrilled that I taped it and I am able to view whenever I want to. She possesses what it takes to keep an audience in captivity. Her voice is as beautiful as ever and will truly impress you. The highlight of the show was her singing ""Stay With Me"" from her 1979 movie ""The Rose"". You can feel the emotion in the song and will end up having goose bumps. The show will leave you with the urge to go out and either rent a Bette Midler movie or go to the nearest music store and purchase one of Bette Midler's albums.","positive"
"I gave this a 2, and it only avoided a 1 because of the occasional unintentional laugh. The film is excruciatingly boring, and incredibly cheap. It's even worse if you know anything at all about the Fantastic Four.","negative"
"Robin Williams and Kurt Russell play guys in their 30's who put their marraiges in jeopardy by deciding (Russell somewhat reluctantly) to replay their heartbreaking tie with rival Bakersfield years after the fact. Williams is ok, but Russell is flat-out great as legendary Taft quarterback Remo Hightower. Holly Palance does a nice and attractive turn as Williams' wife, who could live without this rematch. Film is worth watching just to see the famed Remo in action. Highly recommended.","positive"
"I recently rented this video after seeing ""Final Ascent"" by the same writer. I wasn't prepared for how intense this film would get. I found it engaging from start to finish, and was rooting for the teenagers to get away with their attempted crime. The ending was definitely disturbing with some of its implied violence, but well-done. I highly recommend this picture.","positive"
"That's My Bush is a live action project made by South Park creators Trey Parker and Matt Stone.The show was cancelled after one season, not because of bad reviews(it actually got good reviews), but because it was very expensive.That's my bush is a pretty funny spoof of an average network TV sitcom.It is also a political satire.Now, this is nowhere near as good as South Park, but it is a very funny spoof of a sitcom and also a pretty good political satire.The guy who plays in that's my bush looks a lot like him! If you can find the show, check it out.There are plenty of laughs to be had!<br /><br />9/10","positive"
"A pleasant surprise! I expected a further downgrade along the line: The Rock (9)-->Con Air (7)-->Armaggeddon (4). Especially for such an overhyped film. Perhaps that's the reason so few approved of this new type of Bruckheimer fare. Clever dialogue instead of snappy one-liners, decent background/motivation instead of shake-n-bake stereotypes and when the chase came you really thirsted for it. Fanboys expecting an Armageddon rollercoaster: stay away. This is one for the more intelligent action fans. It didn't even bother me Jolie appeared so little.","positive"
"To quote Flik, that was my reaction exactly: Wow...you're perfect! This is the best movie! I think I can even say it's become my favorite movie ever, even. Wow. I tell you what, wow.","positive"
"William Lustig's followup to ""Maniac"" proves conclusively that, without Tom Savini's spectacular effects and Spinell's convincing performance, ""Maniac"" would never have become the cult hit that it did. ""Vigilante"" is badly directed, with a simple-minded script that spells everything out for you and is predictable at every turn, and also mediocre performances by all the actors. Judging from the sense of ""deja vu"" this film gave me, Lustig had watched ""Death Wish"" several times too many before making this! (*1/2)","negative"
"Nick Nolte gives an excellent performance in Kurt Vonnegut's dark tale. Notle plays Howard W. Campbell who was a double agent working in propaganda during World War II. After the war, he lives anonymously until competing factions wish to dig up his past. As with much of Vonnegut's work, this is a meditation on the absurdity of war and those who use propaganda for their own aims. Nolte is fantastic - self assured and confident as the younger Campbell, and then broken and haunted as the older man who is forced to atone for the sins of his past. (7 out of 10)","positive"
"I saw this movie at a drive-in in 1959. Until ""Howard the Duck"" I considered this the worst movie I had ever seen. This movie tried to combine all the genera in one; comedy, horror, teenage angst, and the hot rod that must have sired ""My Mother, The Car."" Maybe it deserves a second viewing to see if it is an accurate reflection of it's time.","negative"
"Yes, this is one of the greats of the black action genre. Confusing mixture of racist comedy and racist violence (at times reaching a disturbing pitch, even for a fan of the genre) this movie isn't your Shaft in the park. Wonderful bits of Rudy Ray Moore comedy stand up that don't seem funny, at least not to a white boy like me, but great in context. Much better than its dissimilar sequel, ""The Human Tornado""","positive"
"Without question, the worst ELVIS film ever made. The movie portrays all Indians as drunk, stupid, and lazy. Watch ELVIS's skin change color throughout the film.","negative"
"A delightful gentle comedic gem, until the last five minutes, which degenerate into run of the mill British TV farce. The last five minutes cost it 2 points in my rating. Despite this major plot and style flaw, it's worth watching for the character acting and the unique Cornwall setting. Many fine little bits to savor, like the tense eternity we all go through waiting for the bank approval after the clerk has swiped the credit card...made more piquant when we're not - quite - sure the card is not maxed.","positive"
"<br /><br />I saw once No Man's Land (1987) - IMDB link http://us.imdb.com/Title?0093638 - and found it ok. The film is about a guy who steals only Porsches. Gone in Sixty Seconds comes 13 years after and adds nothing to it. In fact, it has a lot of scenes that are worthless. And the ending is very, very bad.<br /><br />The Sphinx has a magnetic screen presence that should have been better used...","positive"
"Beyond dirt cheap, this shot-on-video exercise in ineptitude was difficult to get through. It's got the typical gore that you'd expect in a zombie movie, but none of the required atmosphere to make it worth while.<br /><br />What's strange is that this is an amateur German video, and the version I saw is English-dubbed! The dubbers seem to be American fans (penpals of the Germans?!) who can't decide whether they want to play it straight or turn it into a comedy. One character (a white German, of course) is dubbed by a black guy apparently, who speaks with thick ebonics! 'Kno wahm sayin', Comrad?","negative"
"Klatret©ªsen(Catch That Girl) is really great movie! It's a 'happy' movie. I watched this movie in 'Puchon International Fantastic Film Festival(PiFan)' on July 12nd, 2003. There is Action + Adventure + Comedy + Thrill + Happy + Romance(cute kids' love Triangle!). You must see this movie. :)","positive"
"This is the worst film I have ever seen.I was watching this film with some friends and after 40 minutes we had enough. The plot was bad and there wasn't a single likeable character.I could get more entertainment watching static. I gave this movie a 1 only because the scale didn't go into negative numbers. Avoid this movie at all costs.","negative"
"Colorful western.<br /><br />Wyoming cowboy James Stewart moseys on up to the Yukon Territory to dig for gold, sell his steers, and try to get a date with pretty saloon-owner Ruth Roman if he can shake the tail of crooked sheriff John McIntire who wants Stewart's cattle. Beautiful cinematography in a collaborative effort by William Fritzsche and Bill Daniels. Good Technicolor adventure from Universal-International, directed by Anthony Mann.<br /><br />Also starring Corinne Calvet, Connie Gilchrist, and Walter Brennan as Stewart's sidekick.","positive"
"I think the romance of this movie helps couples develop a deeper appreciation for each other. Although I saw one goof in the early part of the movie, it was fairly well done. The plot can make you cry if you think about the situation enough. I loved it..watched it twice already and highly recommend it!","positive"
"""Labyrinth of Passion""--with the possible exception of ""Matador ""--is Almodovar's best film. It displays his unique personality at its best and least-censored, before he started going more mainstream. Almodovar is just about the only modern director that can approach Preston Sturges' wonderful brand of lunacy. It's pointless to try and explain what the movie is about, the real point being Almodovar's willingness and skill in taking his situations to the outer limits of sanity, and sometimes of plausibility and taste as well.","positive"
"I love this show. My girlfriend was gonna get an abortion until we both watched Wonder Showzen one night. Luckily, she killed herself before the baby was born. Though technically I think it was considered a murder-suicide.<br /><br />My first thoughts upon seeing Wonder Showzen? Now I know what God watches when He jerks off all the time.<br /><br />Wonder Showzen is to television what a toaster in the bathtub is to my self-esteem.<br /><br />You know how George W. Bush makes speaking gaffes all the time? Tyler wouldn't. Tyler's good. Tyler cuts his nails. He's Tyler. He's good. Tyyyllerrr...","positive"
"When a dowdy wife (Shearer) loses her husband, she decides to completely make herself over to win him back. Not ""politically correct"" by today's standards, but still fun to watch, especially the scenes with Marie Dressler and Hedda Hopper.","positive"
"1st watched 3/17/2002 - 2 out of 10(Dir-Mario Pinzauti): Silly, sex-filled master & slave having too many intimate relations movie. This movie seemed to care more about the sex than the story and kind of worked the story around the sex. Laughable dubbing of the original Italian language in the version I watched with ridiculous ending where the attempt is made to give an anti-slave statement(or should I say one line). What a waste of time for everyone who watches this trash.","negative"
"I have to tell you, this is a great movie. It surprises me sometimes how good a movie with no pretenses can be. This one is just fabulous. It could be that it isn't TRYING too hard to send any kind of message; it just tells a whimsical, fun story. I gave it a 10 out of 10.","positive"
"I don't know why I even watched this film. I think it was because I liked the idea of the scenery and was hoping the film would be as good. Very boring and pointless.","negative"
"Are you kidding that was AWFUL!!! <br /><br />But that notwithstanding I got given this film and 3 others and they were all on DVD. The film starts of pretty much an OK movie but goes downhill from about the middle onwards.<br /><br />And the ending well let's just say it was one of the most anti climatic endings in recent film history. Lots of gore in the end sequence and if you like a dose of schlock horror then this is the film for you....<br /><br />3/10","negative"
"If this awful film moved at a snails pace it would at least be moving.Watching grass grow would be more interesting. It was painful to sit through and I only stayed in the theatre to see how all the cruel teens would die.Where is Brian DePalma????","negative"
"Before this was shown on MTV or VH1 it was at my local theatre playing just before the main movie. I remember this short movie more than the film I saw that day. It was the first time I had ever a music movie like this, but I will tell you that seeing on the big screen from a 35mm print in a darken theatre gives it a much better impact than seeing a cropped pan and scan version on VH1 at Halloween.","positive"
"What another reviewer called lack of character development, I call understatement. The movie didn't bash one over the head with overexplanation or unnecessary backstory. Yes, there were many untold stories that we only got a glimpse of, but this was primarily a one-day snapshot into an event that catalyzed change in all of the characters' lives. Henry Thomas's performance was a really lovely study in the power of acting that focuses on reaction rather than action. Good rental.","positive"
"Seen all 4 installments, this one is by far the best of all. I did'nt have much expectation when I got the DVD(3rd was such a drag), but to my delight this one was fast paced with some slick punch-lines.<br /><br />Don't miss this one.","positive"
"The dubbing/translation in this movie is downright hilarious and provides the only entertainment in this otherwise dull and derivative zombie flick. I haven't laughed so hard in my life as I just did watching Zombi 3 (and I've seen some really bad dubbing in my life, believe me). Seriously, the filmmakers could re-edit this movie and release it as a comedy and make millions of dollars. It's just that funny.<br /><br />But... If falling off your couch laughing at the dubbing in a Fulci zombie movie isn't your cup of tea, then AVOID THIS AT ALL COSTS.","negative"
"Horrible movie. This movie beat out revenge of the living zombies for the WORST movie I have ever suffered through. What the !@$% were the morons who made this film thinking. Was it supposed to be scary. Because man let me tall you it wasn't. It was so dumb it wasn't funny. We all know that tropical islands are the natural hunting grounds for killer snowmen. And those stupid baby snowballs. Stupid Stupid Stupid Stupid Stupid Stupid Stupid Stupid. Fake snow and lousy actors. OH and frost looks nothing like he does on the box. DO NOT WASTE YOUR TIME. REnt it and destroy it.","negative"
"DEAD HUSBANDS is a somewhat silly comedy about a bunch of wives conspiring to bump off each others husbands`. It`s by no means embarrassingly bad like some comedies I could mention but it never fufils its potential . Imagine how good this could have been if we had the Farrelly brothers directing Ben Stiller in the role of Carter Elson .<br /><br />Oh is Carter based on Jerry Springer ? Just curious because the catch phrase on Dr Elson`s show is "" look after each other and keep talking ""","negative"
"I loved this film. I first saw it when I was 20 ( which was only four years ago) and I enjoyed it so much, I brought my own copy the next day. The comedy is well played by all involved. I always have to rewind and rewatch the scene where Mr. Tsanders explains why he found water at 6 ft in one area and 227 feet in another area. Also look for Jason Robards father who plays Mr. Retch. Talent ran in that family.","positive"
"Just saw this movie on TV and I have to admit, I was a bit surprised it was even on. There were so many goofs, mess-ups, and bad editing that an old episode of Sesame Street would have been better to watch. The acting was OK, but please, you can really feel the ""Straight to Video"" feeling. The cast/crew made this movie a bad melodrama. Yes, there is a message in the movie, but just wait until ten minutes before the ending to hear it. Trust me, you wouldn't even tell the difference.","negative"
"Truly terrible, pretentious, endless film. Director Bellocchio seems to be infatuated with the pretty face and figure of his actress Detmers - and who can blame him? But maybe, just maybe, he should have focused his attention a little more on making a good, engaging film. I hate it when a sex film poses as an ""art film"" just to become more ""respectable"". The frequent, occasionally hot sex scenes are the only reason for this movie's existence. Whether or not they are worth sitting through the rest of the picture is strictly a matter of taste. (*)","negative"
"It doesn't matter whether you've experienced the plight of the elderly in America or if you're just plain clueless, Uncle Frank and Matthew Ginsburg give you that clue in a straight forward, funny, wake up and smell the roses sort of way. By the end of the film, it is obvious that while being totally entertained, somehow, you've also been educated. A terrific film, by a terrific up and coming talent in the movie field. Matthew Ginsburg is a name to pay attention to.","positive"
"I saw this film when it first came out in the cinema. We were all looking forward to seeing Mark Hamill relaunch his career, but we came out wishing we hadn't bothered. Many people walked out after about half an hour - I wish I had too. The basic premise seems okay, but the plot was ridiculously involved and tortuous, and runs out half way through. Its completely unmemorable, and not a film you want to have paid money to see. If you're really bored and it's on TV, then it'll help you kill a couple of hours (or help you to nod off!). 2/10","negative"
"Eddie Izzard is genius with his non-stop humor. I could listen all day. His unique approach to life is quite logical. His understanding of discovery (such as the Heimlich Maneuver) is creative. Eddie Izzard captures the heart of what we think. I don't know when I laughed so hard at anyone's off-beat mind.","positive"
"Too bad, I really like Kristen Cloke and Gary Busey. But the director failed to put this together. There's a lot of action, a lot of promise, but it all comes off hokey. The director didn't do his job. Promising action comes off lame. So much seems contrived in a desperate attempt to save the film. This version of ""The Rage"" (DirecTV credits it as 1996) simply isn't worth the time to watch it. Another director would have done a better job.","negative"
"Good old black and white Graham Greene based people in dangerous times doing heroic and mysterious things. Hardly a shot fired or a punch thrown and a hundred time more interesting than the glop that's being minted by Hollywood today. Bacall lights up the screen of course and Boyer is entirely engaging. They don't make movies like this any more.","positive"
"The king is dead long live the King! The triad of Caddie Shack Two, The Family underneath the Stairs, and Troop Beverly Hills had been tied for worst movie ever for so long that they seemed icons in their own right. But there is a new king.....yep.....all hail the new king....""Down to Earth"". But some things, like Tiny Tim for example, are so bad they are good. Some day this could take out the inimitable ""Rocky Horror Picture Show"" as a cult film. So go see this ....this....well just take my word for it. Go see it. All hail the new king!","negative"
"A few words for the people here in germen's cine club: The worst crap ever seen on this honorable cinema. A very poor script, a very bad actors, and a very bad movie. Don't waste your time looking this movie, see the very good ""mutantes verdes fritos anarquia radioactiva"", or any movie have been good commented by me. Say no more.","negative"
"I simply could not finish this movie. I tuned out after what I would say is my nomination for the most wretched attempt at sexual suggestion award: a scene in which Pia Zadora, at a picnic, stands between two boys who want her. One (the good boy) pleads for her to see the error of her ways. The other (the bad boy) simply asks if she'd like a hot dog, which he then holds out for her. At crotch level. I hope I'm not spoiling anything to say she turns, and takes the hot dog, with a smile. Just pathetic.","negative"
"This is a very grim, hard hitting, even brutal film about a death row break that goes awry. It's black and white photography keeps it from being dated. Mickey Rooney is excellent as the twisted, yet strangely sympathetic lead. One of the first movies to portray the psychological desolation of death row. It is also quite poignant.","positive"
"I loved this film. It was so intelligent but it also had some great action sequences, without basing the movie solely around them. Quinn, Sutherland and Kingsley all put in fantastic performances and there are enough twists to keep anyone interested. The ending was great as well.","positive"
"<br /><br />This is the best mock documentary of a dog show that I have seen in a long time. A very long time. Well lets face it,ever. Isn't that part of the charm ? The idea of actually going to the trouble to make a movie mocking a documentary about an event that most people would find odd in the first place. Even if there were no big laughs, one would still be smirking at the thought. Any movie that attempts something new scores highly in my proverbial book. I loved the dogs too !","positive"
"A fun romp...a lot of good twists and turns! (and we were not even baked!)<br /><br />Didn't know this movie even existed until watching the extra trailers on a Monty Python DVD...(oddly it was there along with The City of Lost Children, and The Adventures of Baron Munchauhsen)<br /><br />The plot keeps you wondering throughout.<br /><br />The acting was awesome...Hank Azaria shows his talent again, Bill Bob is Billy Bob...(wecis?)<br /><br />Definitely worth watching.","positive"
"I can not say this movie was a hilarious, but I must have had a grin on my face the entire time. I like this darker kind of comedy; ""very bad things"", ""8 heads in a duffel bag"" or ""coldblooded""<br /><br />The way the main character tries to get away with murder is a lot of fun to watch. To me it was not much of a surprise what the ending would be, but the way that ending came about was. Another thing that sticks out, is the way they have managed to involve the audience. The way Terry looks at us is hilarious, you can almost pretend you're his accomplice.","positive"
"This movie was sadly under-promoted but proved to be truly exceptional. Entering the theatre I knew nothing about the film except that a friend wanted to see it.<br /><br />I was caught off guard with the high quality of the film. I couldn't image Ashton Kutcher in a serious role, but his performance truly exemplified his character. This movie is exceptional and deserves our monetary support, unlike so many other movies. It does not come lightly for me to recommend any movie, but in this case I highly recommend that everyone see it.<br /><br />This films is Truly Exceptional!","positive"
"We saw this on the shelf at the local video store, saw ""Coppola"" in the credits and got excited. That was the one and only time this movie raised any interest. I could never quite work out if it was an attempt at a humourous film that failed miserably, or an attempt at a serious film that failed miserably. In general, the entire production seemed incredibly amatuerish. The sound in particular was absolutely dreadful, especially in the scenes shot in the little bar; the dialogue was so corny in parts it was unbelievable. Very disappointing.","negative"
"OK, first of all, ignore the last person' review. They admit to falling asleep through it so it's no wonder they didn't understand what was going on!!! As thriller/horrors go, this film ain't too bad, it is certainly very watchable. Right from the opening scenes you get a general idea exactly what is going to be the cause of all the craziness that follows, and come the end you are proved right with everything being made clear.<br /><br />I enjoyed this movie, it was quite eerie at times and as old films go it was passable. Great to watch late at night! I give it a generous 7 out of 10.","positive"
"Well I guess it supposedly not a classic because there are only a few easily recognizable faces, but I personally think it is... It's a very beautiful sweet movie, Henry Winkler did a GREAT job with his character and it really impressed me.","positive"
"Once again, Pia Zadora, the woman who owes her entire career to her husband, proves she can't act. This disaster of a film butchers the Harold Robbins novel. Ray Liotta must have been hogtied and carried to the set to appear in this one.<br /><br />Avoid this at all costs. I doubt even doing the MST3K thing would save it.","negative"
"My wife and I endorse all the positive comments below, made by other IMDB members. While this is no box office smash hit it has a special charm all of its own. Genuine and heart-warming.<br /><br />We saw this on video, at the end of a long day. We were very tired, and in bed. Normally in a situation like this my wife drops off to sleep within minutes, that is, unless it is an exceptional movie and this one kept us both entertained right to the very end.<br /><br />Perhaps younger viewers in their teens and twenties would not like this, but for the rest of us it is a true gem! See it!","positive"
"toplines this ok comedy about an aging father (C. Aubrey Smith) who decides to gather his grown children from around the world. Davies is working as a chorus girl in New York when she gets the news that ""daddy"" wants her. Hmmmm, sounds familiar. Davies' considerable talents as a comedienne save this otherwise so-so comedy as she upsets the staid British countryside with her brazen American personality. Not as sharp as some other Davies comedies, but still worth a look. Ray Milland plays her long-lost ""brother."" Doris Lloyd, Elizabeth Murray, and Halliwell Hobbes are all fun, too.","positive"
"Right at this moment I am watching this movie for the second time (on television) and for the second time I fell into it when it was running for an hour already (I think I saw 2 minutes more this time) This movie is really impressing, the way Goldsworthy looks at nature, changes nature in a way that you yourself would never think of, really is amazing. This whole movie gives you a warm feeling, seeing him play with the world around him with such love. Or only seeing his hands, covered in dirt and with broken fingernails, it just touches you.","positive"
"This is not a bad movie. It follows the new conventions of modern horror, that is the movie within a movie, the well known actress running for her life in the first scene. This movie takes the old convention of a psycho killer on he loose, and manage to do something new, and interesting with it. It is also always nice to see Molly Ringwald back for the attack.<br /><br />So this might be an example of what the genre has become. Cut hits all the marks, and is actually scary in some parts. I liked it I gave it an eight.","positive"
"There I am sitting at home in the morning, suddenly my brother flips on what appears to be the stupidest looking movie i have ever seen. Considering it was the 70's and special effects weren't to sharpe, this movie just about equaled the definition of crap. The stupid monsters, the stupid story line, and the stupid setting made this the worst movie I have ever seen. So bad in fact I didnt even finish it, I made it up to a certain point then proceeded to see how long I could go without putting a rope around my neck and hanging myself. (im just kidding haha) AWFUL MOVIE","negative"
"I rented it because the second segment traumatized me as a little kid. I snuck downstairs really early one morning, started watching HBO, and The Raft (segment 2) terrorized me good. This time around, I still enjoyed The Raft, although I couldn't tell whether it was for nostalgic reasons or if it was actually a good short. The other two segments were complete trash. I can't believe a producer somewhere payed to make this junk. All I've accomplished by watching this was to ruin one more childhood memory. Creepshow 2 will now join Rad among my list of tainted childhood classics. 4/10","negative"
"If you are planning to rent or buy this movie don't. It's the worst thing I have ever seen. I would comment on it more but It has been 10 years since I saw it and have blanked all of it from my mind. Save yourself some time money and well being and stay far far away.","negative"
"Realistic movie,sure,except for the fact that the characters don't look like to be scared. When Billy Zane tries to kill someone, he feels bad...but he doesn't look like to. That's why I don't like his performance in this movie. Tom Berenger is again playing a soldier. No good thrill, realistic sequences. Not always shooting, that is one great thing. Well filmed. I hate the helicopter sequence, cause only one terrorist kills almost the whole marine bunch...I give it **and a half out of *****","negative"
"A delightful if somewhat predictable TV movie, though I admit a little bias -- as far as I'm concered, the more Gene Wilder in this world the better. I'd love to see numerous additional movies detailing the adventures of Larry ""Cash"" Carter!","positive"
